File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151204_0057_25627_1_tg_4_3_6.jpeg, x: 211, y: 120
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_1_tg_2_4_6.jpeg, x: 205, y: 171
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0107_25627_2_tg_0_4_15.jpeg, x: 205, y: 208
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151204_0057_25627_1_tg_2_0_22.jpeg, x: 205, y: 154
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151207_0061_25849_2_tg_6_0_0.jpeg, x: 206, y: 161
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151205_0059_25627_3_tg_0_2_3.jpeg, x: 194, y: 213
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0076_25849_2_tg_0_6_2.jpeg, x: 185, y: 141
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0102_25464_2_tg_1_1_12.jpeg, x: 196, y: 206
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0075_26554_1_tg_5_2_16.jpeg, x: 194, y: 126
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160122_0077_25849_1_tg_4_3_4.jpeg, x: 194, y: 280
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0106_25600_1_tg_4_6_0.jpeg, x: 232, y: 143
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0104_25480_tg_4_5_16.jpeg, x: 235, y: 99
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0073_26558_1_tg_1_4_15.jpeg, x: 236, y: 122
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0101_25435_tg_1_3_17.jpeg, x: 188, y: 115
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0063_26554_2_tg_1_3_2.jpeg, x: 220, y: 168
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160122_0077_25849_1_tg_1_0_15.jpeg, x: 226, y: 235
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_1_tg_1_3_9.jpeg, x: 225, y: 186
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0102_25464_2_tg_0_6_8.jpeg, x: 223, y: 127
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0091_9539_1_tg_1_4_13.jpeg, x: 224, y: 165
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0066_26749_1_tg_2_1_8.jpeg, x: 222, y: 198
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151127_0005_25600_2_tg_1_0_5.jpeg, x: 205, y: 299
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0144_7398_2_tg_4_0_14.jpeg, x: 208, y: 218
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0072_26558_3_tg_4_5_2.jpeg, x: 214, y: 164
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_1_tg_1_0_6.jpeg, x: 205, y: 230
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0089_9415_2_tg_1_1_6.jpeg, x: 211, y: 153
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151215_0022_26558_3_tg_2_6_0.jpeg, x: 214, y: 149
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0145_7276_1_tg_0_4_13.jpeg, x: 194, y: 295
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_2_tg_2_1_8.jpeg, x: 198, y: 276
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160125_0080_25627_1_tg_0_0_0.jpeg, x: 220, y: 137
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0075_26554_1_tg_0_0_10.jpeg, x: 196, y: 273
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0087_9244_3_tg_4_0_16.jpeg, x: 205, y: 260
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0063_26554_2_tg_4_4_15.jpeg, x: 218, y: 86
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160219_0081_26749_2_tg_0_4_9.jpeg, x: 278, y: 140
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0086_9244_1_tg_2_4_5.jpeg, x: 247, y: 206
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_2_tg_2_1_7.jpeg, x: 229, y: 44
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0068_25272_tg_0_3_6.jpeg, x: 244, y: 128
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_1_tg_2_4_9.jpeg, x: 241, y: 116
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_5_5_1.jpeg, x: 236, y: 84
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151205_0058_25627_2_tg_0_1_6.jpeg, x: 257, y: 175
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0100_25433_tg_0_1_14.jpeg, x: 261, y: 271
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0064_26558_1_tg_3_3_8.jpeg, x: 256, y: 223
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160414_0093_25283_1_tg_0_0_4.jpeg, x: 234, y: 115
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151205_0059_25627_3_tg_1_6_16.jpeg, x: 256, y: 206
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_2_tg_6_3_8.jpeg, x: 242, y: 96
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0105_25480_tg_4_6_9.jpeg, x: 258, y: 188
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151215_0022_26558_3_tg_0_4_5.jpeg, x: 261, y: 209
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0066_26749_1_tg_0_4_6.jpeg, x: 245, y: 128
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_1_tg_2_5_9.jpeg, x: 246, y: 155
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0085_9129_3_tg_5_1_0.jpeg, x: 240, y: 119
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151205_0060_25849_1_tg_3_3_12.jpeg, x: 247, y: 176
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160122_0077_25849_1_tg_6_1_7.jpeg, x: 241, y: 179
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151207_0061_25849_2_tg_1_6_0.jpeg, x: 244, y: 188
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0082_9129_1_tg_3_0_3.jpeg, x: 245, y: 192
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151207_0062_26554_1_tg_8_1_14.jpeg, x: 243, y: 147
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0074_26554_2_tg_5_5_5.jpeg, x: 239, y: 137
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_1_tg_1_2_3.jpeg, x: 233, y: 110
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0092_9539_2_tg_4_0_11.jpeg, x: 246, y: 288
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0143_7398_3_tg_0_0_10.jpeg, x: 227, y: 204
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0075_26554_1_tg_1_5_6.jpeg, x: 214, y: 162
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0089_9415_2_tg_6_0_6.jpeg, x: 198, y: 89
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0071_26749_2_tg_1_0_4.jpeg, x: 224, y: 251
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160219_0081_26749_2_tg_3_1_9.jpeg, x: 206, y: 217
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_1_0_4.jpeg, x: 181, y: 133
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0101_25435_tg_0_5_4.jpeg, x: 179, y: 129
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160220_0143_7606_2_tg_1_7_5.jpeg, x: 184, y: 208
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151204_0057_25627_1_tg_2_1_2.jpeg, x: 184, y: 204
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0104_25480_tg_4_3_6.jpeg, x: 190, y: 248
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160122_0077_25849_1_tg_0_2_22.jpeg, x: 169, y: 124
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160125_0080_25627_1_tg_4_3_14.jpeg, x: 182, y: 214
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_1_1_4.jpeg, x: 184, y: 111
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0091_9539_1_tg_0_3_3.jpeg, x: 186, y: 154
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_2_tg_3_4_7.jpeg, x: 187, y: 127
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0073_26558_1_tg_3_0_10.jpeg, x: 190, y: 157
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0144_7398_1_tg_4_3_7.jpeg, x: 189, y: 302
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0074_26554_2_tg_2_5_12.jpeg, x: 182, y: 163
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0066_26749_1_tg_4_0_16.jpeg, x: 245, y: 164
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0107_25627_2_tg_3_4_1.jpeg, x: 226, y: 266
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0076_25849_2_tg_0_1_10.jpeg, x: 216, y: 185
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0098_25432_1_tg_0_1_9.jpeg, x: 203, y: 167
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_2_tg_1_5_3.jpeg, x: 180, y: 107
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151215_0022_26558_3_tg_4_2_8.jpeg, x: 172, y: 233
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160122_0077_25849_1_tg_4_1_3.jpeg, x: 181, y: 206
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_3_6_1.jpeg, x: 176, y: 122
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160414_0093_25283_1_tg_4_0_12.jpeg, x: 179, y: 145
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_2_tg_0_3_1.jpeg, x: 167, y: 200
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151214_0065_26558_2_tg_1_2_12.jpeg, x: 167, y: 175
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160110_0040_28472_3_tg_0_2_9.jpeg, x: 167, y: 199
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0091_9539_1_tg_3_3_3.jpeg, x: 161, y: 101
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0083_9129_2_tg_3_2_1.jpeg, x: 174, y: 209
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0086_9244_1_tg_2_4_15.jpeg, x: 174, y: 119
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0090_9415_1_tg_0_2_4.jpeg, x: 181, y: 172
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_2_tg_3_2_7.jpeg, x: 183, y: 187
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_1_tg_0_5_13.jpeg, x: 195, y: 134
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0063_26554_2_tg_5_3_7.jpeg, x: 178, y: 103
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_2_tg_1_3_8.jpeg, x: 179, y: 131
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0099_25432_2_tg_2_7_2.jpeg, x: 183, y: 158
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_5_5_9.jpeg, x: 189, y: 211
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0100_25433_tg_0_1_13.jpeg, x: 183, y: 143
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160219_0081_26749_2_tg_0_5_12.jpeg, x: 192, y: 230
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0105_25480_tg_4_1_1.jpeg, x: 179, y: 128
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0085_9129_3_tg_0_3_2.jpeg, x: 185, y: 167
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0099_25432_2_tg_2_1_7.jpeg, x: 161, y: 80
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0145_7276_2_tg_0_5_11.jpeg, x: 177, y: 168
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151204_0057_25627_1_tg_1_5_7.jpeg, x: 186, y: 203
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0076_25849_2_tg_5_5_8.jpeg, x: 185, y: 147
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0105_25480_tg_3_4_7.jpeg, x: 185, y: 153
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0089_9415_2_tg_3_5_5.jpeg, x: 185, y: 151
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_1_tg_3_2_1.jpeg, x: 186, y: 185
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0145_7276_1_tg_3_6_4.jpeg, x: 172, y: 125
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0107_25627_2_tg_1_3_3.jpeg, x: 174, y: 135
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0096_25303_tg_0_3_0.jpeg, x: 181, y: 197
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0088_9415_1_tg_1_3_3.jpeg, x: 183, y: 189
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_2_tg_1_3_13.jpeg, x: 183, y: 175
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151207_0062_26554_1_tg_2_5_14.jpeg, x: 180, y: 134
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0064_26558_1_tg_2_4_6.jpeg, x: 181, y: 125
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0072_26558_3_tg_3_1_5.jpeg, x: 181, y: 176
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0092_9539_2_tg_2_4_15.jpeg, x: 181, y: 171
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0085_9129_3_tg_3_3_5.jpeg, x: 171, y: 50
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160125_0080_25627_1_tg_0_3_5.jpeg, x: 183, y: 160
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0089_9415_2_tg_2_2_1.jpeg, x: 174, y: 88
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0071_26749_2_tg_2_2_8.jpeg, x: 174, y: 291
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0071_26749_2_tg_2_1_6.jpeg, x: 165, y: 303
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160414_0094_25283_1_tg_2_5_3.jpeg, x: 180, y: 155
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0067_25288_tg_0_9_6.jpeg, x: 176, y: 157
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160219_0081_26749_2_tg_5_2_5.jpeg, x: 176, y: 161
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0072_26558_3_tg_2_3_16.jpeg, x: 176, y: 165
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0072_26558_3_tg_2_0_4.jpeg, x: 177, y: 227
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160110_0040_28472_3_tg_4_3_8.jpeg, x: 178, y: 108
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0145_7276_1_tg_4_0_13.jpeg, x: 186, y: 217
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0095_25302_tg_2_3_18.jpeg, x: 187, y: 152
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_2_tg_1_3_7.jpeg, x: 175, y: 92
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0082_9129_1_tg_4_0_9.jpeg, x: 180, y: 136
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0090_9415_1_tg_3_3_11.jpeg, x: 180, y: 146
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0105_25480_tg_2_5_11.jpeg, x: 180, y: 133
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0082_9129_1_tg_4_3_2.jpeg, x: 194, y: 212
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0068_25272_tg_1_0_1.jpeg, x: 188, y: 104
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0096_25303_tg_1_2_9.jpeg, x: 187, y: 118
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160425_0103_25460_tg_2_1_15.jpeg, x: 188, y: 182
